"Time","Goodput","Average Delay","# of consumers"
2022-11-14 17:56:47,78.937 Gb/s,0.613 ms,
2022-11-14 17:56:48,70.785 Gb/s,0.601 ms,
2022-11-14 17:56:49,74.804 Gb/s,0.634 ms,
2022-11-14 17:56:50,70.569 Gb/s,0.560 ms,16
2022-11-14 17:56:51,77.021 Gb/s,0.603 ms,
2022-11-14 17:56:52,69.207 Gb/s,0.523 ms,
2022-11-14 17:56:53,75.468 Gb/s,0.579 ms,
2022-11-14 17:56:54,74.884 Gb/s,0.578 ms,
2022-11-14 17:56:55,70.189 Gb/s,0.574 ms,
2022-11-14 17:56:56,68.738 Gb/s,0.585 ms,
2022-11-14 17:56:57,75.712 Gb/s,0.596 ms,
2022-11-14 17:56:58,77.153 Gb/s,0.596 ms,
2022-11-14 17:56:59,77.390 Gb/s,0.712 ms,
2022-11-14 17:57:00,63.224 Gb/s,0.673 ms,16
2022-11-14 17:57:01,70.733 Gb/s,0.684 ms,
2022-11-14 17:57:02,75.019 Gb/s,0.672 ms,
2022-11-14 17:57:03,74.548 Gb/s,0.696 ms,
2022-11-14 17:57:04,75.550 Gb/s,0.701 ms,
2022-11-14 17:57:05,71.917 Gb/s,0.679 ms,
2022-11-14 17:57:06,74.518 Gb/s,0.630 ms,
2022-11-14 17:57:07,62.907 Gb/s,0.650 ms,
2022-11-14 17:57:08,72.499 Gb/s,0.728 ms,
2022-11-14 17:57:09,72.751 Gb/s,0.702 ms,
2022-11-14 17:57:10,76.363 Gb/s,0.635 ms,16
2022-11-14 17:57:11,67.573 Gb/s,0.656 ms,
2022-11-14 17:57:12,73.891 Gb/s,0.667 ms,
2022-11-14 17:57:13,63.733 Gb/s,0.638 ms,
2022-11-14 17:57:14,75.136 Gb/s,0.615 ms,
2022-11-14 17:57:15,66.879 Gb/s,0.608 ms,
2022-11-14 17:57:16,69.785 Gb/s,0.645 ms,
2022-11-14 17:57:17,68.042 Gb/s,0.681 ms,
2022-11-14 17:57:18,74.991 Gb/s,0.657 ms,
2022-11-14 17:57:19,67.350 Gb/s,0.650 ms,
2022-11-14 17:57:20,76.130 Gb/s,0.627 ms,16
2022-11-14 17:57:21,80.775 Gb/s,0.596 ms,
2022-11-14 17:57:22,67.048 Gb/s,0.606 ms,
2022-11-14 17:57:23,75.458 Gb/s,0.682 ms,
2022-11-14 17:57:24,73.110 Gb/s,0.669 ms,
2022-11-14 17:57:25,75.588 Gb/s,0.662 ms,
2022-11-14 17:57:26,71.366 Gb/s,0.677 ms,
2022-11-14 17:57:27,78.593 Gb/s,0.675 ms,
2022-11-14 17:57:28,72.001 Gb/s,0.623 ms,
2022-11-14 17:57:29,68.711 Gb/s,0.718 ms,
2022-11-14 17:57:30,70.451 Gb/s,0.660 ms,16
2022-11-14 17:57:31,73.912 Gb/s,0.656 ms,
2022-11-14 17:57:32,72.166 Gb/s,0.599 ms,
2022-11-14 17:57:33,67.659 Gb/s,0.664 ms,
2022-11-14 17:57:34,75.087 Gb/s,0.682 ms,
2022-11-14 17:57:35,70.986 Gb/s,0.706 ms,
2022-11-14 17:57:36,75.233 Gb/s,0.715 ms,
2022-11-14 17:57:37,74.082 Gb/s,0.665 ms,
2022-11-14 17:57:38,76.695 Gb/s,0.653 ms,
2022-11-14 17:57:39,70.426 Gb/s,0.663 ms,
2022-11-14 17:57:40,72.529 Gb/s,0.687 ms,16
2022-11-14 17:57:41,70.181 Gb/s,0.673 ms,
2022-11-14 17:57:42,79.684 Gb/s,0.674 ms,
2022-11-14 17:57:43,71.965 Gb/s,0.679 ms,
2022-11-14 17:57:44,71.783 Gb/s,0.660 ms,
2022-11-14 17:57:45,68.547 Gb/s,0.673 ms,
2022-11-14 17:57:46,73.580 Gb/s,0.640 ms,
2022-11-14 17:57:47,74.087 Gb/s,0.657 ms,
2022-11-14 17:57:48,72.281 Gb/s,0.650 ms,
2022-11-14 17:57:49,72.654 Gb/s,0.657 ms,
2022-11-14 17:57:50,71.608 Gb/s,0.584 ms,16
2022-11-14 17:57:51,70.412 Gb/s,0.648 ms,
2022-11-14 17:57:52,73.042 Gb/s,0.623 ms,
2022-11-14 17:57:53,69.278 Gb/s,0.617 ms,
2022-11-14 17:57:54,73.513 Gb/s,0.613 ms,
2022-11-14 17:57:55,76.957 Gb/s,0.596 ms,
2022-11-14 17:57:56,77.542 Gb/s,0.642 ms,
2022-11-14 17:57:57,71.178 Gb/s,0.689 ms,
2022-11-14 17:57:58,79.060 Gb/s,0.683 ms,
2022-11-14 17:57:59,70.754 Gb/s,0.708 ms,
2022-11-14 17:58:00,69.575 Gb/s,0.617 ms,16
2022-11-14 17:58:01,73.671 Gb/s,0.632 ms,
2022-11-14 17:58:02,73.370 Gb/s,0.644 ms,
2022-11-14 17:58:03,74.306 Gb/s,0.611 ms,
2022-11-14 17:58:04,72.907 Gb/s,0.653 ms,
2022-11-14 17:58:05,77.721 Gb/s,0.666 ms,
2022-11-14 17:58:06,69.808 Gb/s,0.672 ms,
2022-11-14 17:58:07,71.363 Gb/s,0.622 ms,
2022-11-14 17:58:08,69.846 Gb/s,0.657 ms,
2022-11-14 17:58:09,67.243 Gb/s,0.662 ms,
2022-11-14 17:58:10,73.017 Gb/s,0.666 ms,16
2022-11-14 17:58:11,67.327 Gb/s,0.674 ms,
2022-11-14 17:58:12,71.180 Gb/s,0.654 ms,
2022-11-14 17:58:13,71.713 Gb/s,0.676 ms,
2022-11-14 17:58:14,78.069 Gb/s,0.627 ms,
2022-11-14 17:58:15,73.562 Gb/s,0.631 ms,
2022-11-14 17:58:16,75.315 Gb/s,0.685 ms,
2022-11-14 17:58:17,70.585 Gb/s,0.650 ms,
2022-11-14 17:58:18,69.670 Gb/s,0.691 ms,
2022-11-14 17:58:19,71.928 Gb/s,0.654 ms,
2022-11-14 17:58:20,72.395 Gb/s,0.694 ms,16
2022-11-14 17:58:21,66.988 Gb/s,0.612 ms,
2022-11-14 17:58:22,69.366 Gb/s,0.691 ms,
2022-11-14 17:58:23,72.849 Gb/s,0.645 ms,
2022-11-14 17:58:24,71.344 Gb/s,0.689 ms,
2022-11-14 17:58:25,72.296 Gb/s,0.679 ms,
2022-11-14 17:58:26,73.465 Gb/s,0.691 ms,
2022-11-14 17:58:27,71.923 Gb/s,0.658 ms,
2022-11-14 17:58:28,65.527 Gb/s,0.689 ms,
2022-11-14 17:58:29,70.724 Gb/s,0.632 ms,
2022-11-14 17:58:30,78.957 Gb/s,0.685 ms,16
2022-11-14 17:58:31,78.838 Gb/s,0.643 ms,
2022-11-14 17:58:32,68.124 Gb/s,0.642 ms,
2022-11-14 17:58:33,75.116 Gb/s,0.667 ms,
2022-11-14 17:58:34,73.200 Gb/s,0.688 ms,
2022-11-14 17:58:35,73.111 Gb/s,0.647 ms,
2022-11-14 17:58:36,69.629 Gb/s,0.662 ms,
2022-11-14 17:58:37,74.462 Gb/s,0.674 ms,
2022-11-14 17:58:38,74.021 Gb/s,0.644 ms,
2022-11-14 17:58:39,72.361 Gb/s,0.655 ms,
2022-11-14 17:58:40,69.880 Gb/s,0.610 ms,16
2022-11-14 17:58:41,69.655 Gb/s,0.634 ms,
2022-11-14 17:58:42,74.226 Gb/s,0.654 ms,
2022-11-14 17:58:43,72.402 Gb/s,0.648 ms,
2022-11-14 17:58:44,73.444 Gb/s,0.670 ms,
2022-11-14 17:58:45,71.892 Gb/s,0.657 ms,
2022-11-14 17:58:46,74.498 Gb/s,0.696 ms,
2022-11-14 17:58:47,78.270 Gb/s,0.675 ms,
2022-11-14 17:58:48,79.945 Gb/s,0.586 ms,
2022-11-14 17:58:49,74.123 Gb/s,0.678 ms,
2022-11-14 17:58:50,68.930 Gb/s,0.647 ms,16
2022-11-14 17:58:51,69.192 Gb/s,0.696 ms,
2022-11-14 17:58:52,67.232 Gb/s,0.701 ms,
2022-11-14 17:58:53,69.619 Gb/s,0.650 ms,
2022-11-14 17:58:54,74.742 Gb/s,0.655 ms,
2022-11-14 17:58:55,73.240 Gb/s,0.597 ms,
2022-11-14 17:58:56,71.236 Gb/s,0.663 ms,
2022-11-14 17:58:57,68.551 Gb/s,0.646 ms,
2022-11-14 17:58:58,79.328 Gb/s,0.668 ms,
2022-11-14 17:58:59,74.046 Gb/s,0.684 ms,
2022-11-14 17:59:00,68.718 Gb/s,0.621 ms,16
2022-11-14 17:59:01,71.592 Gb/s,0.615 ms,
2022-11-14 17:59:02,67.902 Gb/s,0.627 ms,
2022-11-14 17:59:03,68.089 Gb/s,0.630 ms,
2022-11-14 17:59:04,67.589 Gb/s,0.631 ms,
2022-11-14 17:59:05,74.295 Gb/s,0.586 ms,
2022-11-14 17:59:06,80.451 Gb/s,0.646 ms,
2022-11-14 17:59:07,69.586 Gb/s,0.644 ms,
2022-11-14 17:59:08,71.794 Gb/s,0.653 ms,
2022-11-14 17:59:09,72.259 Gb/s,0.632 ms,
2022-11-14 17:59:10,71.156 Gb/s,0.660 ms,16
2022-11-14 17:59:11,67.602 Gb/s,0.660 ms,
2022-11-14 17:59:12,68.911 Gb/s,0.641 ms,
2022-11-14 17:59:13,71.415 Gb/s,0.651 ms,
2022-11-14 17:59:14,73.218 Gb/s,0.689 ms,
2022-11-14 17:59:15,69.085 Gb/s,0.680 ms,
2022-11-14 17:59:16,73.181 Gb/s,0.645 ms,
2022-11-14 17:59:17,74.597 Gb/s,0.588 ms,
2022-11-14 17:59:18,71.366 Gb/s,0.611 ms,
2022-11-14 17:59:19,69.933 Gb/s,0.665 ms,
2022-11-14 17:59:20,71.693 Gb/s,0.655 ms,16
2022-11-14 17:59:21,70.788 Gb/s,0.637 ms,
2022-11-14 17:59:22,72.951 Gb/s,0.635 ms,
2022-11-14 17:59:23,73.740 Gb/s,0.652 ms,
2022-11-14 17:59:24,70.481 Gb/s,0.685 ms,
2022-11-14 17:59:25,72.806 Gb/s,0.650 ms,
2022-11-14 17:59:26,78.215 Gb/s,0.651 ms,
2022-11-14 17:59:27,71.671 Gb/s,0.658 ms,
2022-11-14 17:59:28,74.265 Gb/s,0.597 ms,
2022-11-14 17:59:29,67.660 Gb/s,0.693 ms,
2022-11-14 17:59:30,67.589 Gb/s,0.671 ms,16
2022-11-14 17:59:31,73.909 Gb/s,0.654 ms,
2022-11-14 17:59:32,72.544 Gb/s,0.638 ms,
2022-11-14 17:59:33,68.040 Gb/s,0.658 ms,
2022-11-14 17:59:34,73.947 Gb/s,0.625 ms,
2022-11-14 17:59:35,76.168 Gb/s,0.655 ms,
2022-11-14 17:59:36,71.262 Gb/s,0.648 ms,
2022-11-14 17:59:37,68.707 Gb/s,0.599 ms,
2022-11-14 17:59:38,79.463 Gb/s,0.650 ms,
2022-11-14 17:59:39,77.734 Gb/s,0.633 ms,
2022-11-14 17:59:40,78.901 Gb/s,0.641 ms,16
2022-11-14 17:59:41,80.062 Gb/s,0.650 ms,
2022-11-14 17:59:42,78.209 Gb/s,0.672 ms,
2022-11-14 17:59:43,75.082 Gb/s,0.584 ms,
2022-11-14 17:59:44,70.280 Gb/s,0.649 ms,
2022-11-14 17:59:45,74.431 Gb/s,0.649 ms,
2022-11-14 17:59:46,78.188 Gb/s,0.692 ms,
2022-11-14 17:59:47,72.137 Gb/s,0.679 ms,
2022-11-14 17:59:48,69.088 Gb/s,0.648 ms,
2022-11-14 17:59:49,71.071 Gb/s,0.698 ms,
2022-11-14 17:59:50,72.380 Gb/s,0.677 ms,17
2022-11-14 17:59:51,68.758 Gb/s,0.737 ms,
2022-11-14 17:59:52,68.568 Gb/s,0.685 ms,
2022-11-14 17:59:53,75.187 Gb/s,0.657 ms,
2022-11-14 17:59:54,73.375 Gb/s,0.679 ms,
2022-11-14 17:59:55,82.784 Gb/s,0.702 ms,
2022-11-14 17:59:56,76.789 Gb/s,0.691 ms,
2022-11-14 17:59:57,75.228 Gb/s,0.671 ms,
2022-11-14 17:59:58,69.489 Gb/s,0.645 ms,
2022-11-14 17:59:59,74.129 Gb/s,0.643 ms,
2022-11-14 18:00:00,70.716 Gb/s,0.604 ms,16
2022-11-14 18:00:01,75.234 Gb/s,0.635 ms,
2022-11-14 18:00:02,73.466 Gb/s,0.573 ms,
2022-11-14 18:00:03,80.280 Gb/s,0.692 ms,
2022-11-14 18:00:04,70.323 Gb/s,0.645 ms,
2022-11-14 18:00:05,75.874 Gb/s,0.655 ms,
2022-11-14 18:00:06,76.348 Gb/s,0.618 ms,
2022-11-14 18:00:07,71.048 Gb/s,0.665 ms,
2022-11-14 18:00:08,75.016 Gb/s,0.617 ms,
2022-11-14 18:00:09,70.123 Gb/s,0.655 ms,
2022-11-14 18:00:10,79.880 Gb/s,0.656 ms,16
2022-11-14 18:00:11,76.617 Gb/s,0.627 ms,
2022-11-14 18:00:12,70.988 Gb/s,0.583 ms,
2022-11-14 18:00:13,73.354 Gb/s,0.651 ms,
2022-11-14 18:00:14,74.405 Gb/s,0.655 ms,
2022-11-14 18:00:15,67.790 Gb/s,0.682 ms,
2022-11-14 18:00:16,72.029 Gb/s,0.652 ms,
2022-11-14 18:00:17,75.878 Gb/s,0.647 ms,
2022-11-14 18:00:18,72.864 Gb/s,0.646 ms,
2022-11-14 18:00:19,70.623 Gb/s,0.663 ms,
2022-11-14 18:00:20,72.288 Gb/s,0.669 ms,16
2022-11-14 18:00:21,70.616 Gb/s,0.662 ms,
2022-11-14 18:00:22,71.249 Gb/s,0.656 ms,
2022-11-14 18:00:23,69.389 Gb/s,0.648 ms,
2022-11-14 18:00:24,74.311 Gb/s,0.643 ms,
2022-11-14 18:00:25,76.497 Gb/s,0.664 ms,
2022-11-14 18:00:26,72.264 Gb/s,0.627 ms,
2022-11-14 18:00:27,74.847 Gb/s,0.650 ms,
2022-11-14 18:00:28,75.230 Gb/s,0.668 ms,
2022-11-14 18:00:29,72.859 Gb/s,0.676 ms,
2022-11-14 18:00:30,72.805 Gb/s,0.652 ms,16
2022-11-14 18:00:31,70.609 Gb/s,0.686 ms,
2022-11-14 18:00:32,73.436 Gb/s,0.631 ms,
2022-11-14 18:00:33,71.978 Gb/s,0.654 ms,
2022-11-14 18:00:34,75.378 Gb/s,0.594 ms,
2022-11-14 18:00:35,76.320 Gb/s,0.630 ms,
2022-11-14 18:00:36,72.007 Gb/s,0.593 ms,
2022-11-14 18:00:37,83.989 Gb/s,0.652 ms,
2022-11-14 18:00:38,68.979 Gb/s,0.627 ms,
2022-11-14 18:00:39,75.985 Gb/s,0.624 ms,
2022-11-14 18:00:40,77.549 Gb/s,0.608 ms,16
2022-11-14 18:00:41,76.070 Gb/s,0.612 ms,
2022-11-14 18:00:42,77.005 Gb/s,0.672 ms,
2022-11-14 18:00:43,68.845 Gb/s,0.644 ms,
2022-11-14 18:00:44,73.986 Gb/s,0.677 ms,
2022-11-14 18:00:45,75.095 Gb/s,0.636 ms,
2022-11-14 18:00:46,75.353 Gb/s,0.615 ms,
2022-11-14 18:00:47,75.463 Gb/s,0.605 ms,
2022-11-14 18:00:48,69.251 Gb/s,0.624 ms,
2022-11-14 18:00:49,68.774 Gb/s,0.615 ms,
2022-11-14 18:00:50,73.845 Gb/s,0.694 ms,16
2022-11-14 18:00:51,75.425 Gb/s,0.626 ms,
2022-11-14 18:00:52,75.053 Gb/s,0.640 ms,
2022-11-14 18:00:53,71.335 Gb/s,0.666 ms,
2022-11-14 18:00:54,73.485 Gb/s,0.655 ms,
2022-11-14 18:00:55,72.820 Gb/s,0.704 ms,
2022-11-14 18:00:56,73.392 Gb/s,0.677 ms,
2022-11-14 18:00:57,70.507 Gb/s,0.661 ms,
2022-11-14 18:00:58,70.482 Gb/s,0.684 ms,
2022-11-14 18:00:59,72.898 Gb/s,0.690 ms,
2022-11-14 18:01:00,68.710 Gb/s,0.647 ms,16
2022-11-14 18:01:01,74.416 Gb/s,0.660 ms,
2022-11-14 18:01:02,74.037 Gb/s,0.643 ms,
2022-11-14 18:01:03,72.935 Gb/s,0.679 ms,
2022-11-14 18:01:04,77.087 Gb/s,0.632 ms,
2022-11-14 18:01:05,79.876 Gb/s,0.650 ms,
2022-11-14 18:01:06,75.204 Gb/s,0.629 ms,
2022-11-14 18:01:07,78.873 Gb/s,0.612 ms,
2022-11-14 18:01:08,77.061 Gb/s,0.699 ms,
2022-11-14 18:01:09,73.007 Gb/s,0.668 ms,
2022-11-14 18:01:10,77.614 Gb/s,0.670 ms,16
2022-11-14 18:01:11,75.332 Gb/s,0.660 ms,
2022-11-14 18:01:12,71.742 Gb/s,0.742 ms,
2022-11-14 18:01:13,75.037 Gb/s,0.633 ms,
2022-11-14 18:01:14,69.891 Gb/s,0.693 ms,
2022-11-14 18:01:15,70.939 Gb/s,0.720 ms,
2022-11-14 18:01:16,69.879 Gb/s,0.722 ms,
2022-11-14 18:01:17,71.270 Gb/s,0.719 ms,
2022-11-14 18:01:18,68.024 Gb/s,0.621 ms,
2022-11-14 18:01:19,74.625 Gb/s,0.699 ms,
2022-11-14 18:01:20,75.042 Gb/s,0.728 ms,16
2022-11-14 18:01:21,66.543 Gb/s,0.705 ms,
2022-11-14 18:01:22,68.780 Gb/s,0.699 ms,
2022-11-14 18:01:23,66.950 Gb/s,0.691 ms,
2022-11-14 18:01:24,71.274 Gb/s,0.700 ms,
2022-11-14 18:01:25,75.577 Gb/s,0.684 ms,
2022-11-14 18:01:26,73.213 Gb/s,0.695 ms,
2022-11-14 18:01:27,73.752 Gb/s,0.671 ms,
2022-11-14 18:01:28,70.249 Gb/s,0.700 ms,
2022-11-14 18:01:29,68.499 Gb/s,0.720 ms,
2022-11-14 18:01:30,74.056 Gb/s,0.674 ms,16
2022-11-14 18:01:31,69.728 Gb/s,0.737 ms,
2022-11-14 18:01:32,76.451 Gb/s,0.675 ms,
2022-11-14 18:01:33,71.694 Gb/s,0.679 ms,
2022-11-14 18:01:34,70.757 Gb/s,0.747 ms,
2022-11-14 18:01:35,70.057 Gb/s,0.678 ms,
2022-11-14 18:01:36,75.820 Gb/s,0.732 ms,
2022-11-14 18:01:37,72.277 Gb/s,0.718 ms,
2022-11-14 18:01:38,72.072 Gb/s,0.754 ms,
2022-11-14 18:01:39,72.966 Gb/s,0.683 ms,
2022-11-14 18:01:40,65.144 Gb/s,0.646 ms,16
2022-11-14 18:01:41,72.973 Gb/s,0.674 ms,
2022-11-14 18:01:42,72.749 Gb/s,0.647 ms,
2022-11-14 18:01:43,72.976 Gb/s,0.655 ms,
2022-11-14 18:01:44,63.756 Gb/s,0.670 ms,
2022-11-14 18:01:45,68.026 Gb/s,0.661 ms,
2022-11-14 18:01:46,74.747 Gb/s,0.662 ms,
2022-11-14 18:01:47,73.336 Gb/s,0.635 ms,
2022-11-14 18:01:48,69.321 Gb/s,0.618 ms,
2022-11-14 18:01:49,75.507 Gb/s,0.684 ms,
2022-11-14 18:01:50,62.577 Gb/s,0.675 ms,16
2022-11-14 18:01:51,73.571 Gb/s,0.680 ms,
2022-11-14 18:01:52,69.324 Gb/s,0.645 ms,
2022-11-14 18:01:53,71.203 Gb/s,0.661 ms,
2022-11-14 18:01:54,72.635 Gb/s,0.620 ms,
2022-11-14 18:01:55,66.574 Gb/s,0.684 ms,
2022-11-14 18:01:56,69.599 Gb/s,0.652 ms,
2022-11-14 18:01:57,66.983 Gb/s,0.643 ms,
2022-11-14 18:01:58,70.173 Gb/s,0.696 ms,
2022-11-14 18:01:59,70.123 Gb/s,0.636 ms,
2022-11-14 18:02:00,73.145 Gb/s,0.778 ms,16
2022-11-14 18:02:01,64.129 Gb/s,0.717 ms,
2022-11-14 18:02:02,71.099 Gb/s,0.750 ms,
2022-11-14 18:02:03,64.853 Gb/s,0.735 ms,
2022-11-14 18:02:04,72.735 Gb/s,0.713 ms,
2022-11-14 18:02:05,68.170 Gb/s,0.733 ms,
2022-11-14 18:02:06,70.801 Gb/s,0.700 ms,
2022-11-14 18:02:07,69.454 Gb/s,0.689 ms,
2022-11-14 18:02:08,67.748 Gb/s,0.695 ms,
2022-11-14 18:02:09,68.370 Gb/s,0.658 ms,
2022-11-14 18:02:10,70.326 Gb/s,0.759 ms,16
2022-11-14 18:02:11,72.871 Gb/s,0.657 ms,
2022-11-14 18:02:12,68.126 Gb/s,0.682 ms,
2022-11-14 18:02:13,77.333 Gb/s,0.640 ms,
2022-11-14 18:02:14,68.582 Gb/s,0.768 ms,
2022-11-14 18:02:15,75.934 Gb/s,0.671 ms,
2022-11-14 18:02:16,69.932 Gb/s,0.727 ms,
2022-11-14 18:02:17,65.020 Gb/s,0.761 ms,
2022-11-14 18:02:18,68.177 Gb/s,0.759 ms,
2022-11-14 18:02:19,70.151 Gb/s,0.740 ms,
2022-11-14 18:02:20,67.837 Gb/s,0.711 ms,16
2022-11-14 18:02:21,76.619 Gb/s,0.688 ms,
2022-11-14 18:02:22,74.227 Gb/s,0.727 ms,
2022-11-14 18:02:23,77.170 Gb/s,0.814 ms,
2022-11-14 18:02:24,74.059 Gb/s,0.739 ms,
2022-11-14 18:02:25,69.252 Gb/s,0.662 ms,
2022-11-14 18:02:26,72.748 Gb/s,0.678 ms,
2022-11-14 18:02:27,70.058 Gb/s,0.644 ms,
2022-11-14 18:02:28,71.266 Gb/s,0.646 ms,
2022-11-14 18:02:29,74.283 Gb/s,0.627 ms,
2022-11-14 18:02:30,77.549 Gb/s,0.657 ms,16
2022-11-14 18:02:31,74.793 Gb/s,0.631 ms,
2022-11-14 18:02:32,73.817 Gb/s,0.642 ms,
2022-11-14 18:02:33,68.893 Gb/s,0.635 ms,
2022-11-14 18:02:34,73.598 Gb/s,0.648 ms,
2022-11-14 18:02:35,70.556 Gb/s,0.683 ms,
2022-11-14 18:02:36,73.395 Gb/s,0.661 ms,
2022-11-14 18:02:37,74.429 Gb/s,0.617 ms,
2022-11-14 18:02:38,79.317 Gb/s,0.637 ms,
2022-11-14 18:02:39,76.667 Gb/s,0.651 ms,
2022-11-14 18:02:40,72.040 Gb/s,0.621 ms,16
2022-11-14 18:02:41,77.480 Gb/s,0.659 ms,
2022-11-14 18:02:42,71.780 Gb/s,0.648 ms,
2022-11-14 18:02:43,70.960 Gb/s,0.666 ms,
2022-11-14 18:02:44,84.676 Gb/s,0.705 ms,
2022-11-14 18:02:45,74.456 Gb/s,0.672 ms,
2022-11-14 18:02:46,71.440 Gb/s,0.684 ms,
2022-11-14 18:02:47,68.036 Gb/s,0.623 ms,
2022-11-14 18:02:48,67.424 Gb/s,0.648 ms,
2022-11-14 18:02:49,65.415 Gb/s,0.615 ms,
2022-11-14 18:02:50,68.733 Gb/s,0.675 ms,16
2022-11-14 18:02:51,73.590 Gb/s,0.678 ms,
2022-11-14 18:02:52,73.594 Gb/s,0.654 ms,
2022-11-14 18:02:53,70.766 Gb/s,0.684 ms,
2022-11-14 18:02:54,70.734 Gb/s,0.665 ms,
2022-11-14 18:02:55,78.627 Gb/s,0.686 ms,
2022-11-14 18:02:56,75.837 Gb/s,0.662 ms,
2022-11-14 18:02:57,74.997 Gb/s,0.701 ms,
2022-11-14 18:02:58,68.873 Gb/s,0.627 ms,
2022-11-14 18:02:59,74.181 Gb/s,0.624 ms,
2022-11-14 18:03:00,70.804 Gb/s,0.676 ms,16
2022-11-14 18:03:01,71.009 Gb/s,0.656 ms,
2022-11-14 18:03:02,70.855 Gb/s,0.669 ms,
2022-11-14 18:03:03,73.091 Gb/s,0.702 ms,
2022-11-14 18:03:04,70.875 Gb/s,0.678 ms,
2022-11-14 18:03:05,71.558 Gb/s,0.650 ms,
2022-11-14 18:03:06,70.481 Gb/s,0.645 ms,
2022-11-14 18:03:07,71.520 Gb/s,0.668 ms,
2022-11-14 18:03:08,75.863 Gb/s,0.702 ms,
2022-11-14 18:03:09,67.121 Gb/s,0.637 ms,
2022-11-14 18:03:10,74.034 Gb/s,0.652 ms,16
2022-11-14 18:03:11,73.528 Gb/s,0.653 ms,
2022-11-14 18:03:12,67.589 Gb/s,0.675 ms,
2022-11-14 18:03:13,73.084 Gb/s,0.687 ms,
2022-11-14 18:03:14,70.873 Gb/s,0.643 ms,
2022-11-14 18:03:15,72.164 Gb/s,0.615 ms,
2022-11-14 18:03:16,76.559 Gb/s,0.599 ms,
2022-11-14 18:03:17,69.238 Gb/s,0.624 ms,
2022-11-14 18:03:18,73.463 Gb/s,0.625 ms,
2022-11-14 18:03:19,68.382 Gb/s,0.640 ms,
2022-11-14 18:03:20,66.800 Gb/s,0.650 ms,16
2022-11-14 18:03:21,70.325 Gb/s,0.732 ms,
2022-11-14 18:03:22,67.331 Gb/s,0.634 ms,
2022-11-14 18:03:23,72.664 Gb/s,0.607 ms,
2022-11-14 18:03:24,68.632 Gb/s,0.652 ms,
2022-11-14 18:03:25,69.104 Gb/s,0.653 ms,
2022-11-14 18:03:26,67.894 Gb/s,0.659 ms,
2022-11-14 18:03:27,65.643 Gb/s,0.670 ms,
2022-11-14 18:03:28,62.854 Gb/s,0.701 ms,
2022-11-14 18:03:29,72.596 Gb/s,0.681 ms,
2022-11-14 18:03:30,70.137 Gb/s,0.668 ms,16
2022-11-14 18:03:31,72.114 Gb/s,0.664 ms,
2022-11-14 18:03:32,67.922 Gb/s,0.735 ms,
2022-11-14 18:03:33,67.564 Gb/s,0.776 ms,
2022-11-14 18:03:34,63.665 Gb/s,0.801 ms,
2022-11-14 18:03:35,67.816 Gb/s,0.745 ms,
2022-11-14 18:03:36,68.399 Gb/s,0.702 ms,
2022-11-14 18:03:37,65.084 Gb/s,0.801 ms,
2022-11-14 18:03:38,66.833 Gb/s,0.748 ms,
2022-11-14 18:03:39,68.659 Gb/s,0.734 ms,
2022-11-14 18:03:40,65.327 Gb/s,0.827 ms,15
2022-11-14 18:03:41,64.464 Gb/s,0.779 ms,
2022-11-14 18:03:42,68.903 Gb/s,0.796 ms,
2022-11-14 18:03:43,59.255 Gb/s,0.729 ms,
2022-11-14 18:03:44,68.858 Gb/s,0.761 ms,
2022-11-14 18:03:45,69.293 Gb/s,0.670 ms,
2022-11-14 18:03:46,66.565 Gb/s,0.788 ms,
2022-11-14 18:03:47,70.888 Gb/s,0.754 ms,
2022-11-14 18:03:48,73.148 Gb/s,0.776 ms,
2022-11-14 18:03:49,67.123 Gb/s,0.770 ms,
2022-11-14 18:03:50,62.132 Gb/s,0.699 ms,15
2022-11-14 18:03:51,66.266 Gb/s,0.751 ms,
2022-11-14 18:03:52,65.243 Gb/s,0.764 ms,
2022-11-14 18:03:53,66.687 Gb/s,0.766 ms,
2022-11-14 18:03:54,70.714 Gb/s,0.768 ms,
2022-11-14 18:03:55,65.703 Gb/s,0.758 ms,
2022-11-14 18:03:56,78.041 Gb/s,0.801 ms,
2022-11-14 18:03:57,67.121 Gb/s,0.754 ms,
2022-11-14 18:03:58,70.300 Gb/s,0.771 ms,
2022-11-14 18:03:59,73.718 Gb/s,0.697 ms,
2022-11-14 18:04:00,67.788 Gb/s,0.708 ms,15
2022-11-14 18:04:01,70.614 Gb/s,0.755 ms,
2022-11-14 18:04:02,67.541 Gb/s,0.708 ms,
2022-11-14 18:04:03,62.911 Gb/s,0.768 ms,
2022-11-14 18:04:04,64.474 Gb/s,0.621 ms,
2022-11-14 18:04:05,69.157 Gb/s,0.719 ms,
2022-11-14 18:04:06,69.144 Gb/s,0.706 ms,
2022-11-14 18:04:07,68.851 Gb/s,0.706 ms,
2022-11-14 18:04:08,63.414 Gb/s,0.690 ms,
2022-11-14 18:04:09,67.344 Gb/s,0.723 ms,
2022-11-14 18:04:10,69.606 Gb/s,0.714 ms,15
2022-11-14 18:04:11,67.016 Gb/s,0.710 ms,
2022-11-14 18:04:12,64.478 Gb/s,0.684 ms,
2022-11-14 18:04:13,66.941 Gb/s,0.687 ms,
2022-11-14 18:04:14,67.934 Gb/s,0.710 ms,
2022-11-14 18:04:15,66.079 Gb/s,0.689 ms,
