name,time,mean_Bytes,mean_Data,mean_GoodPut,mean_Interest,mean_Throughput,mean_Time
sandie-sc19,2019-11-19T15:53:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T15:53:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T15:53:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T15:53:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T15:53:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T15:53:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T15:54:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T15:54:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T15:54:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T15:54:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T15:54:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T15:54:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T15:55:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T15:55:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T15:55:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T15:55:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T15:55:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T15:55:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T15:56:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T15:56:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T15:56:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T15:56:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T15:56:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T15:56:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T15:57:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T15:57:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T15:57:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T15:57:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T15:57:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T15:57:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T15:58:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T15:58:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T15:58:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T15:58:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T15:58:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T15:58:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T15:59:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T15:59:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T15:59:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T15:59:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T15:59:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T15:59:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:00:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:00:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:00:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:00:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:00:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:00:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:01:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:01:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:01:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:01:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:01:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:01:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:02:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:02:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:02:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:02:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:02:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:02:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:03:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:03:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:03:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:03:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:03:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:03:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:04:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:04:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:04:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:04:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:04:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:04:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:05:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:05:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:05:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:05:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:05:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:05:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:06:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:06:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:06:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:06:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:06:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:06:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:07:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:07:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:07:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:07:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:07:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:07:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:08:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:08:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:08:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:08:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:08:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:08:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:09:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:09:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:09:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:09:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:09:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:09:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:10:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:10:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:10:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:10:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:10:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:10:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:11:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:11:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:11:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:11:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:11:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:11:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:12:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:12:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:12:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:12:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:12:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:12:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:13:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:13:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:13:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:13:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:13:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:13:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:14:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:14:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:14:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:14:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:14:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:14:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:15:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:15:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:15:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:15:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:15:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:15:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:16:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:16:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:16:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:16:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:16:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:16:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:17:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:17:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:17:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:17:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:17:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:17:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:18:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:18:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:18:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:18:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:18:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:18:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:19:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:19:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:19:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:19:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:19:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:19:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:20:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:20:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:20:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:20:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:20:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:20:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:21:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:21:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:21:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:21:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:21:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:21:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:22:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:22:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:22:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:22:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:22:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:22:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:23:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:23:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:23:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:23:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:23:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:23:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:24:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:24:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:24:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:24:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:24:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:24:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:25:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:25:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:25:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:25:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:25:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:25:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:26:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:26:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:26:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:26:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:26:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:26:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:27:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:27:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:27:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:27:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:27:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:27:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:28:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:28:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:28:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:28:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:28:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:28:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:29:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:29:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:29:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:29:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:29:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:29:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:30:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:30:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:30:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:30:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:30:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:30:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:31:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:31:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:31:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:31:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:31:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:31:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:32:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:32:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:32:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:32:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:32:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:32:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:33:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:33:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:33:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:33:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:33:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:33:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:34:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:34:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:34:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:34:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:34:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:34:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:35:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:35:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:35:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:35:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:35:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:35:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:36:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:36:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:36:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:36:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:36:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:36:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:37:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:37:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:37:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:37:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:37:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:37:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:38:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:38:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:38:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:38:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:38:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:38:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:39:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:39:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:39:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:39:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:39:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:39:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:40:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:40:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:40:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:40:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:40:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:40:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:41:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:41:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:41:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:41:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:41:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:41:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:42:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:42:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:42:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:42:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:42:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:42:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:43:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:43:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:43:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:43:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:43:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:43:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:44:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:44:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:44:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:44:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:44:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:44:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:45:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:45:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:45:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:45:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:45:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:45:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:46:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:46:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:46:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:46:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:46:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:46:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:47:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:47:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:47:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:47:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:47:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:47:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:48:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:48:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:48:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:48:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:48:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:48:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:49:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:49:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:49:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:49:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:49:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:49:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:50:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:50:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:50:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:50:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:50:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:50:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:51:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:51:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:51:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:51:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:51:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:51:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:52:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:52:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:52:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:52:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:52:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:52:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:53:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:53:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:53:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:53:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:53:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:53:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:54:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:54:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:54:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:54:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:54:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:54:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:55:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:55:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:55:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:55:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:55:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:55:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:56:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:56:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:56:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:56:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:56:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:56:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:57:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:57:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:57:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:57:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:57:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:57:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:58:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:58:10Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:58:20Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:58:30Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:58:40Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:58:50Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:59:00Z,0,0,0,0,0,0
sandie-sc19,2019-11-19T16:59:10Z,0,0,0,0,0,0
