name,time,mean_Bytes,mean_Data,mean_GoodPut,mean_Interest,mean_Lost,mean_Throughput,mean_Time
sc19_vip,2019-11-20T21:43:35Z,2680954433,366553,6664.866378544106,371062,0,6717.9805551753325,3.044673756
sc19_vip,2019-11-20T21:43:40Z,2683565531,366910,6650.678415340516,371062,0,6710.208528880006,3.051168991
sc19_vip,2019-11-20T21:43:45Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:43:50Z,2683828835,366946,6653.136193257315,371062,0,6713.346936668057,3.050041839
sc19_vip,2019-11-20T21:43:55Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:44:00Z,2680925177,366549,6652.167062146958,371062,0,6705.106863899406,3.050486189
sc19_vip,2019-11-20T21:44:05Z,2681576123,366638,5658.622117344846,371062,0,5705.0398955651035,3.58609275
sc19_vip,2019-11-20T21:44:10Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:44:15Z,2683572845,366911,6659.055479655266,371062,0,6718.678887724752,3.047330633
sc19_vip,2019-11-20T21:44:20Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:44:25Z,2682885329,366817,6521.830757673028,371062,0,6578.539676052764,3.111448994
sc19_vip,2019-11-20T21:44:30Z,2677999577,366149,6281.895636179095,371062,0,6324.978945621161,3.230289856
sc19_vip,2019-11-20T21:44:35Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:44:40Z,2683770323,366938,6662.121568238465,371062,0,6722.267069137586,3.045928169
sc19_vip,2019-11-20T21:44:45Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:44:50Z,2683733753,366933,6655.367231590241,371062,0,6715.36024736088,3.049019392
sc19_vip,2019-11-20T21:44:55Z,2683461889,366946,6648.398968803478,371062,0,6707.649612874203,3.052215104
sc19_vip,2019-11-20T21:45:00Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:45:05Z,2671709537,365289,6428.845775926712,371062,0,6457.733393348903,3.1564521
sc19_vip,2019-11-20T21:45:10Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:45:15Z,2683792265,366941,6654.380929406697,371062,0,6714.511444102917,3.049471313
sc19_vip,2019-11-20T21:45:20Z,2683763009,366937,6645.294824605654,371062,0,6705.270140273734,3.053640852
sc19_vip,2019-11-20T21:45:25Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:45:30Z,2633384177,360049,6168.026889863211,371062,0,6106.865333811224,3.289924657
sc19_vip,2019-11-20T21:45:35Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:45:40Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:45:45Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:45:50Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:45:55Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:46:00Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:46:05Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:46:10Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:46:15Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:46:20Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:46:25Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:46:30Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:46:35Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:46:40Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:46:45Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:46:50Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:46:55Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:47:00Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:47:05Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:47:10Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:47:15Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:47:20Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:47:25Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:47:30Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:47:35Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:47:40Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:47:45Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:47:50Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:47:55Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:48:00Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:48:05Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:48:10Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:48:15Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:48:20Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:48:25Z,0,0,0,0,0,0,0
